order_id,customer_id,product_category,product_subcategory,brand,delivery_status,assembly_service_requested,payment_method,product_price,shipping_cost,assembly_cost,total_amount,delivery_window_days,customer_rating
34551,2402,Dining Room,Buffet,West Elm,Rescheduled,TRUE,Credit Card,469.99,33.13,160.32,663.44,14,2
58929,5155,Dining Room,China Cabinet,Wayfair,In Transit,FALSE,Credit Card,1748.31,139.51,0,1887.82,2,1.7
12128,6850,Dining Room,China Cabinet,Pottery Barn,Cancelled,TRUE,Debit Card,790.32,0,188.69,979.01,8,4.1
27675,2033,Dining Room,Dining Chair,Overstock,Failed Delivery,FALSE,PayPal,477.35,95.65,0,573,8,4.1
62196,9897,Dining Room,Dining Chair,Urban Outfitters,Failed Delivery,FALSE,Bank Transfer,1150.23,0,0,1150.23,7,3.6
72049,5150,Dining Room,China Cabinet,Pottery Barn,Cancelled,TRUE,Cash on Delivery,1882.01,,27.24,1969.17,1,2.6
16265,6438,Dining Room,Dining Chair,HomeGoods,Cancelled,FALSE,Debit Card,1064.37,0,0,1064.37,5,4.2
52101,2680,Dining Room,Dining Chair,Target,Cancelled,FALSE,Google Pay,517.55,143.98,,661.53,5,4.8
56077,8325,Dining Room,China Cabinet,Urban Outfitters,Pending,FALSE,Google Pay,503.13,0,0,503.13,12,4.5
19835,7655,Dining Room,Buffet,Wayfair,Cancelled,FALSE,Apple Pay,251.56,83.1,0,334.66,10,NIL
89310,3513,Dining Room,Dining Table,Crate & Barrel,Delivered,FALSE,Credit Card,1861.16,0,0,1861.16,4,3
42717,2858,Dining Room,Dining Chair,Overstock,Delivered,TRUE,Google Pay,1098.01,0,27.5,1125.51,13,2.8
13396,4048,Dining Room,Buffet,Urban Outfitters,Rescheduled,FALSE,Apple Pay,581.72,132.77,0,714.49,12,3.1
32630,8292,Dining Room,Dining Chair,Ashley Furniture,Delivered,TRUE,Google Pay,1171.42,82.25,62.5,1316.17,7,2.2
30644,3852,Dining Room,China Cabinet,CB2,Cancelled,TRUE,Bank Transfer,1014.79,56.09,75.81,1146.69,9,3
99143,9476,Dining Room,China Cabinet,World Market,Pending,FALSE,Debit Card,1809.54,130.16,0,1939.7,7,4.5
82260,3981,Dining Room,Dining Table,Crate & Barrel,Rescheduled,FALSE,Google Pay,1757.64,0,0,1757.64,2,2
26912,8088,Dining Room,Buffet,HomeGoods,Delivered,FALSE,Debit Card,1275.43,139.18,0,1414.61,5,1.1
75911,1907,Dining Room,Dining Table,CB2,Failed Delivery,FALSE,Credit Card,364.65,66.03,0,430.68,13,4.5
30056,5982,Dining Room,Dining Table,CB2,Pending,TRUE,Credit Card,297.72,62.24,143.15,503.11,5,4.5
47230,2292,Dining Room,Dining Table,Ashley Furniture,Cancelled,FALSE,Credit Card,696.84,139.04,0,835.88,3,2.9
13718,2330,Dining Room,China Cabinet,IKEA,Failed Delivery,FALSE,Credit Card,1355.48,134.76,0,1490.24,8,NIL
15958,5336,Dining Room,Buffet,West Elm,Delivered,TRUE,Cash on Delivery,1311.71,90.86,189.7,1592.27,9,1.3
95344,4453,Dining Room,Bar Stool,Ashley Furniture,Cancelled,TRUE,Credit Card,1751.21,0,93.56,1844.77,11,NIL
73300,5012,Dining Room,China Cabinet,Urban Outfitters,Cancelled,FALSE,Debit Card,1459.96,128.35,0,1588.31,4,3.3
19564,1981,Dining Room,Dining Table,Crate & Barrel,Rescheduled,FALSE,Credit Card,1416.84,145.76,0,1562.6,6,NIL
30719,8202,Dining Room,Buffet,World Market,Delivered,TRUE,Cash on Delivery,1249.92,91.89,88.82,1430.63,7,3.7
64476,8933,Dining Room,Bar Stool,Urban Outfitters,In Transit,FALSE,Debit Card,696.3,0,0,696.3,9,3.3
50970,6231,Dining Room,Dining Table,Urban Outfitters,Failed Delivery,TRUE,Bank Transfer,739.94,83.66,26.84,850.44,6,4.6
34881,3610,Dining Room,Dining Table,Urban Outfitters,Failed Delivery,FALSE,Credit Card,515.97,139.68,0,655.65,7,2.3
88317,8710,Dining Room,Buffet,Urban Outfitters,Rescheduled,FALSE,Apple Pay,1073.48,0,0,1073.48,8,2.1
19637,7329,Dining Room,China Cabinet,Overstock,Delivered,TRUE,Google Pay,712.53,106.38,64.51,883.42,11,3.5
26864,2584,Dining Room,Buffet,CB2,Pending,FALSE,Google Pay,1210.49,112.45,0,1322.94,5,3.6
53652,8761,Dining Room,China Cabinet,Overstock,Cancelled,FALSE,PayPal,1850.97,53.35,0,1904.32,11,1.2
78069,8487,Dining Room,Dining Table,Pottery Barn,Cancelled,FALSE,Cash on Delivery,1945.17,136.32,0,2081.49,10,3
76494,9351,Dining Room,Dining Table,CB2,Delivered,FALSE,Debit Card,820.69,0,0,820.69,3,2.7
98317,2795,Dining Room,Dining Table,Ashley Furniture,In Transit,FALSE,PayPal,1296,,0,1346.79,8,3.6
64596,6040,Dining Room,Dining Chair,Overstock,Failed Delivery,TRUE,Apple Pay,987,0,271.38,1258.38,8,3.8
89963,8932,Dining Room,Bar Stool,HomeGoods,Delivered,FALSE,Apple Pay,707.32,65.18,0,772.5,4,1.7
46569,5890,Dining Room,Buffet,Wayfair,Rescheduled,TRUE,Bank Transfer,1381.55,0,156.49,1538.04,7,1.1
36485,9824,Dining Room,Buffet,IKEA,In Transit,TRUE,Google Pay,1454.85,65.44,80.37,1600.66,14,3.5
45537,5450,Dining Room,Dining Chair,Target,Cancelled,FALSE,Debit Card,1210.05,0,0,1210.05,8,1.7
90698,4920,Dining Room,Dining Chair,IKEA,Cancelled,TRUE,Cash on Delivery,526.19,0,67.83,594.02,8,3.6
39579,4814,Dining Room,Dining Table,Pottery Barn,Failed Delivery,TRUE,Credit Card,1511.91,141.75,106.09,1759.75,4,4
72580,4267,Dining Room,China Cabinet,West Elm,In Transit,FALSE,Google Pay,499.55,75.39,0,574.94,3,2.6
47409,1969,Dining Room,Bar Stool,HomeGoods,Rescheduled,FALSE,Apple Pay,375.47,50.03,0,425.5,14,2.8
53914,5662,Dining Room,Bar Stool,West Elm,Pending,FALSE,Bank Transfer,478.07,97.86,0,575.93,5,4.7
78723,9092,Dining Room,China Cabinet,West Elm,Rescheduled,TRUE,Cash on Delivery,734.13,0,49.36,783.49,13,NIL
71344,5470,Dining Room,Dining Table,HomeGoods,Pending,FALSE,Apple Pay,445.18,68.14,0,513.32,9,4
53343,3662,Dining Room,China Cabinet,West Elm,In Transit,FALSE,PayPal,969.73,126.99,0,1096.72,12,1.6
42512,1111,Dining Room,Dining Chair,West Elm,Rescheduled,TRUE,Cash on Delivery,275.04,99.11,219.66,593.81,7,3.1
97528,2936,Dining Room,Buffet,Target,Failed Delivery,FALSE,Bank Transfer,1566.81,59.65,0,1626.46,13,1.3
58174,4618,Dining Room,Dining Chair,CB2,Failed Delivery,TRUE,Cash on Delivery,1853.8,145.93,171.05,2170.78,8,4.1
18094,9972,Dining Room,Dining Table,Urban Outfitters,Delivered,FALSE,PayPal,655.33,52.84,0,708.17,14,2.4
29641,3695,Dining Room,Dining Table,HomeGoods,In Transit,FALSE,PayPal,1836.93,0,0,1836.93,6,3.6
43352,1049,Dining Room,China Cabinet,West Elm,In Transit,TRUE,Credit Card,327.4,98.3,259.56,685.26,12,4.9
99486,9835,Dining Room,China Cabinet,IKEA,Pending,FALSE,PayPal,1520.92,67.34,0,1588.26,12,NIL
87849,1550,Dining Room,Dining Chair,HomeGoods,Failed Delivery,TRUE,Apple Pay,180.85,55.78,168.75,405.38,11,4.8
62725,8191,Dining Room,Dining Chair,World Market,Failed Delivery,FALSE,Credit Card,846.38,104.28,0,950.66,5,4.8
82856,9120,Dining Room,Buffet,Unknown,Cancelled,FALSE,PayPal,737.71,135.36,0,873.07,7,1.5
49418,3365,Dining Room,Bar Stool,Unknown,Pending,TRUE,Bank Transfer,1533.16,0,201.63,1734.79,12,NIL
36651,6411,Dining Room,Dining Chair,CB2,In Transit,FALSE,Apple Pay,141.19,54.42,0,195.61,14,3.2
50425,5285,Dining Room,China Cabinet,Crate & Barrel,Delivered,TRUE,Google Pay,1807.3,,76.81,1884.11,11,2.1
51973,4328,Dining Room,Dining Chair,HomeGoods,Rescheduled,TRUE,Cash on Delivery,1071.09,71.64,120.64,1263.37,12,2.3
64254,1749,Dining Room,Buffet,Unknown,Pending,TRUE,PayPal,824.7,65.95,121.53,1012.18,4,4
40149,7223,Dining Room,Dining Table,Target,Cancelled,TRUE,Bank Transfer,1236.29,97.25,165.86,1499.4,6,3.2
84683,5026,Dining Room,Buffet,Urban Outfitters,Failed Delivery,FALSE,Bank Transfer,430.53,55.13,,485.66,6,1.6
43728,9005,Dining Room,China Cabinet,World Market,In Transit,FALSE,Cash on Delivery,1844.77,64.51,0,1909.28,9,4
56160,3773,Dining Room,Buffet,CB2,Cancelled,FALSE,Credit Card,1406.82,72.58,,1479.4,3,4.6
81058,1962,Dining Room,Buffet,World Market,Rescheduled,FALSE,Apple Pay,120.08,69.82,0,189.9,7,2.2
33496,2753,Dining Room,Buffet,Wayfair,Failed Delivery,FALSE,Google Pay,633.58,148.67,0,782.25,5,3.4
35156,9625,Dining Room,China Cabinet,West Elm,Cancelled,FALSE,PayPal,1384.59,0,0,1384.59,11,4.1
63218,8520,Dining Room,Buffet,IKEA,Failed Delivery,FALSE,Bank Transfer,964.05,108.36,0,1072.41,9,1.8
94529,6427,Dining Room,Buffet,Wayfair,Delivered,FALSE,Debit Card,138.94,57.72,0,196.66,7,NIL
84167,2562,Dining Room,Bar Stool,CB2,Pending,TRUE,Apple Pay,1832.04,0,60.96,1893,10,3.4
79226,1697,Dining Room,Dining Table,Ashley Furniture,Rescheduled,TRUE,PayPal,1545.35,0,40.39,1585.74,9,NIL
86943,3362,Dining Room,China Cabinet,World Market,Delivered,FALSE,Cash on Delivery,1880.05,0,0,1880.05,3,1.8
62205,2260,Dining Room,Dining Table,IKEA,In Transit,FALSE,Apple Pay,1248.35,87.59,0,1335.94,1,1.8
84277,7375,Dining Room,Bar Stool,Wayfair,Delivered,FALSE,Cash on Delivery,200.93,59.88,0,260.81,11,1.3
28343,2284,Dining Room,Bar Stool,Crate & Barrel,Cancelled,TRUE,Bank Transfer,196.74,63.77,,524.28,7,1.1
93086,3527,Dining Room,Bar Stool,West Elm,Pending,TRUE,Credit Card,1341.63,91.8,166.63,1600.06,4,1.6
57277,2745,Dining Room,Bar Stool,Target,In Transit,TRUE,Apple Pay,1200.61,93.53,193.74,1487.88,4,3.6
56388,2524,Dining Room,China Cabinet,World Market,In Transit,FALSE,Google Pay,1647.41,91.68,0,1739.09,13,1.2
45247,5933,Dining Room,Dining Chair,Urban Outfitters,Delivered,TRUE,Apple Pay,1809.94,0,39.27,1849.21,1,4.7
85481,4971,Dining Room,Dining Table,CB2,Rescheduled,FALSE,PayPal,821.85,139.03,0,960.88,1,2.4
57843,2865,Dining Room,Dining Table,Pottery Barn,In Transit,FALSE,Credit Card,169.57,,0,195.45,2,3.6
83905,4273,Dining Room,Dining Chair,CB2,Pending,FALSE,Apple Pay,1262.37,0,0,1262.37,13,4
88372,8851,Dining Room,Bar Stool,CB2,Cancelled,TRUE,Bank Transfer,730.94,0,35.69,766.63,14,1.6
31802,1725,Dining Room,Bar Stool,World Market,Rescheduled,TRUE,Google Pay,1661,,40.63,1789.16,1,2
39098,9366,Dining Room,Buffet,Overstock,Rescheduled,FALSE,Apple Pay,665.41,0,0,665.41,13,2.5
29758,6651,Dining Room,Dining Table,Target,In Transit,FALSE,Cash on Delivery,650.42,149.31,0,799.73,4,1.9
67431,8412,Dining Room,Dining Chair,IKEA,In Transit,TRUE,Cash on Delivery,1035.51,93.54,27.91,1156.96,3,4.4
38153,4371,Dining Room,China Cabinet,Crate & Barrel,Failed Delivery,TRUE,Google Pay,616.61,135.46,262.85,1014.92,1,NIL
98288,5873,Dining Room,Buffet,Crate & Barrel,In Transit,FALSE,Credit Card,1590.35,93.79,0,1684.14,14,4.5
95599,9109,Dining Room,Bar Stool,Crate & Barrel,Pending,TRUE,Debit Card,484.36,41.24,161.94,687.54,4,2.9
20835,1505,Dining Room,Buffet,HomeGoods,Failed Delivery,FALSE,Credit Card,409.3,35.26,0,444.56,9,4.2
38905,5785,Dining Room,China Cabinet,Pottery Barn,Cancelled,FALSE,PayPal,1062.23,94.98,0,1157.21,5,1.7
69942,9115,Dining Room,Dining Table,HomeGoods,Rescheduled,FALSE,Bank Transfer,495.85,49.3,0,545.15,1,3.5
55688,2425,Dining Room,Dining Chair,Ashley Furniture,Failed Delivery,FALSE,Bank Transfer,1599.77,104.02,0,1703.79,9,2.1
41056,4438,Dining Room,China Cabinet,Pottery Barn,Pending,TRUE,Debit Card,1640.45,111.12,94.66,1846.23,10,4.4
32069,6302,Dining Room,China Cabinet,Urban Outfitters,Rescheduled,TRUE,Apple Pay,466.42,70.91,39.41,576.74,8,NIL
27771,7743,Dining Room,China Cabinet,Wayfair,Rescheduled,TRUE,Credit Card,465.64,53.52,41.51,560.67,8,3.7
22234,6905,Dining Room,Buffet,Crate & Barrel,In Transit,TRUE,PayPal,183.64,92.47,74.38,350.49,11,3.8
40689,8032,Dining Room,Buffet,World Market,Pending,FALSE,Credit Card,1011.09,125.29,0,1136.38,10,2.7
95915,2494,Dining Room,Dining Table,CB2,Cancelled,TRUE,Apple Pay,507.46,108.65,166.12,782.23,10,1.7
40008,7276,Dining Room,Bar Stool,World Market,Cancelled,FALSE,Bank Transfer,807.54,0,0,807.54,1,NIL
23526,6133,Dining Room,China Cabinet,Wayfair,Delivered,FALSE,Apple Pay,1265.44,91.05,0,1356.49,13,1.6
58177,5902,Dining Room,Buffet,CB2,In Transit,FALSE,Cash on Delivery,1536.91,139.25,0,1676.16,13,4.1
63963,8248,Dining Room,Dining Chair,Pottery Barn,Delivered,TRUE,Debit Card,1313.33,64.73,52.67,1430.73,9,3.9
23168,3293,Dining Room,Dining Chair,Wayfair,Pending,TRUE,Credit Card,334.47,66.81,187.86,589.14,6,4.9
27299,7337,Dining Room,Bar Stool,IKEA,Cancelled,FALSE,Credit Card,1892.57,108.83,0,2001.4,14,NIL
71736,2195,Dining Room,China Cabinet,IKEA,Rescheduled,FALSE,Debit Card,367.57,65.07,0,432.64,3,2.8
64451,7939,Dining Room,Bar Stool,IKEA,Delivered,FALSE,Apple Pay,1840.87,0,0,1840.87,11,2.9
41278,1948,Dining Room,Bar Stool,Wayfair,In Transit,FALSE,Cash on Delivery,186.27,51.38,0,237.65,4,1.3
27984,1185,Dining Room,Dining Table,Ashley Furniture,Rescheduled,TRUE,Bank Transfer,1365.56,138.95,49.92,1554.43,8,4.8
26637,5403,Dining Room,Dining Table,West Elm,Failed Delivery,FALSE,Google Pay,932.32,0,0,932.32,2,3.8
45649,9582,Dining Room,Dining Chair,Wayfair,Cancelled,FALSE,Google Pay,1881.61,92.84,0,1974.45,2,NIL
76949,6900,Dining Room,Dining Chair,Target,In Transit,FALSE,Credit Card,1461.65,116.22,0,1577.87,5,4.9
11610,5006,Dining Room,Bar Stool,West Elm,Pending,FALSE,Apple Pay,1089.26,0,0,1089.26,8,3.8
77603,1752,Dining Room,Buffet,West Elm,Rescheduled,TRUE,Credit Card,1815.88,0,88.4,1904.28,11,NIL
70960,5625,Dining Room,Dining Table,Target,Failed Delivery,TRUE,Google Pay,1278.17,65.08,96.94,1440.19,7,3
50723,6362,Dining Room,Buffet,Crate & Barrel,Failed Delivery,TRUE,PayPal,1698.73,96.05,185.08,1979.86,7,1.3
21322,8483,Dining Room,Dining Table,HomeGoods,Failed Delivery,FALSE,Debit Card,676.07,0,0,676.07,5,2.8
87554,9083,Dining Room,Dining Table,Overstock,In Transit,TRUE,Credit Card,792.87,0,194.92,987.79,14,NIL
40339,9515,Dining Room,Dining Chair,IKEA,Pending,FALSE,Credit Card,1645.98,56.29,0,1702.27,6,3.6
44208,6161,Dining Room,China Cabinet,CB2,In Transit,FALSE,Bank Transfer,1733.11,,0,1830.96,8,1.5
45645,4827,Dining Room,Dining Table,Urban Outfitters,Pending,FALSE,Google Pay,1810.41,0,0,1810.41,14,1.3
38183,6370,Dining Room,China Cabinet,IKEA,Delivered,TRUE,Cash on Delivery,950.87,80.95,272.43,1304.25,7,2.7
29441,2494,Dining Room,Dining Table,World Market,Cancelled,FALSE,Apple Pay,143.8,43.32,0,187.12,12,1.8
42534,6828,Dining Room,China Cabinet,Urban Outfitters,Rescheduled,FALSE,Bank Transfer,910.59,0,0,910.59,8,NIL
61936,9412,Dining Room,Dining Chair,Target,Delivered,TRUE,Credit Card,1181.69,82.11,159.36,1423.16,12,NIL
18450,4239,Dining Room,Buffet,HomeGoods,Rescheduled,TRUE,Bank Transfer,656.23,0,25.47,681.7,4,3.9
53456,3007,Dining Room,Dining Chair,Wayfair,Failed Delivery,TRUE,Apple Pay,1698.8,0,194.72,1893.52,3,3.2
15596,8552,Dining Room,Dining Chair,CB2,Pending,TRUE,Debit Card,952.07,137.21,60.05,1149.33,9,3.5
32650,6799,Dining Room,China Cabinet,Wayfair,Failed Delivery,FALSE,Credit Card,978.88,60.16,0,1039.04,11,3
17992,2437,Dining Room,Dining Chair,World Market,Cancelled,FALSE,Apple Pay,374.25,53.18,0,427.43,11,4.2
36143,9614,Dining Room,China Cabinet,Overstock,In Transit,TRUE,Apple Pay,1397.92,118.44,118.95,1635.31,11,2
13416,6224,Dining Room,China Cabinet,IKEA,Pending,TRUE,Cash on Delivery,1359.22,121.12,231.52,1711.86,9,2.6
42487,4951,Dining Room,China Cabinet,CB2,Failed Delivery,TRUE,Apple Pay,1412.24,0,55.54,1467.78,9,NIL
50508,3876,Dining Room,China Cabinet,Urban Outfitters,Pending,FALSE,Bank Transfer,896.1,114.33,0,1010.43,6,1.7
57826,2188,Dining Room,Dining Table,Ashley Furniture,Rescheduled,FALSE,Cash on Delivery,189.76,40.96,0,230.72,12,3.7
30644,8157,Dining Room,Dining Chair,Pottery Barn,In Transit,TRUE,PayPal,671.68,0,55.84,727.52,6,2.7
32833,6846,Dining Room,Dining Chair,Wayfair,Delivered,TRUE,Bank Transfer,283.14,86.81,65.63,435.58,8,4.9
39260,3872,Dining Room,Dining Chair,West Elm,Pending,TRUE,Cash on Delivery,293.09,77.61,43.53,414.23,7,NIL
33292,1029,Dining Room,Dining Chair,Ashley Furniture,Pending,FALSE,PayPal,1454.33,90.61,0,1544.94,8,1.3
84381,1530,Dining Room,Buffet,Wayfair,Pending,TRUE,Cash on Delivery,537.61,71.48,143.84,752.93,9,4.4
90134,4619,Dining Room,Dining Chair,CB2,Cancelled,TRUE,Google Pay,1027.83,72.22,71.06,1171.11,14,3.8
93386,2453,Dining Room,Buffet,IKEA,Cancelled,FALSE,Credit Card,1295.3,147.17,0,1442.47,1,3.3
24160,1020,Dining Room,Bar Stool,Unknown,Pending,TRUE,Credit Card,1858.34,128.99,224.45,2211.78,14,5
22203,6536,Dining Room,Dining Table,West Elm,Failed Delivery,TRUE,Apple Pay,1953.09,53.75,74.52,2081.36,4,NIL
89602,8113,Dining Room,Bar Stool,Pottery Barn,Pending,TRUE,Apple Pay,1533.36,135.57,153.76,1822.69,8,NIL
30591,1877,Dining Room,Dining Chair,Overstock,Pending,TRUE,Debit Card,140.42,97.59,43.94,281.95,14,2.1
23272,6424,Dining Room,Dining Chair,Overstock,Delivered,FALSE,Google Pay,1222.23,140.11,0,1362.34,4,2.8
61498,9043,Dining Room,China Cabinet,World Market,Failed Delivery,FALSE,Debit Card,1909.02,0,0,1909.02,3,4.9
36171,2589,Dining Room,Dining Table,Pottery Barn,In Transit,TRUE,Google Pay,213.87,62.12,195.53,471.52,10,1.1
26539,1699,Dining Room,Dining Chair,Wayfair,Cancelled,FALSE,Debit Card,1915.87,123.05,0,2038.92,5,1.2
82923,7510,Dining Room,Dining Chair,Ashley Furniture,Delivered,FALSE,Cash on Delivery,684.44,91.93,0,776.37,9,1.4
46202,9514,Dining Room,Dining Table,Crate & Barrel,In Transit,FALSE,Apple Pay,1556.19,0,0,1556.19,13,3.2
23845,2654,Dining Room,Dining Table,Ashley Furniture,Cancelled,FALSE,Apple Pay,1882.88,0,0,1882.88,14,NIL
55071,7732,Dining Room,China Cabinet,Urban Outfitters,Failed Delivery,FALSE,Cash on Delivery,1957.76,122.18,0,2079.94,2,2.1
28855,7581,Dining Room,Bar Stool,World Market,Pending,TRUE,Cash on Delivery,468.89,82.6,294.6,846.09,3,1.5
99764,2609,Dining Room,Dining Chair,Pottery Barn,Failed Delivery,TRUE,PayPal,688.73,,101.71,790.44,2,2.1
64627,2462,Dining Room,Buffet,Pottery Barn,Pending,TRUE,PayPal,1569.01,53.67,165.26,1787.94,8,4.3
32772,4158,Dining Room,Dining Chair,Pottery Barn,In Transit,TRUE,Cash on Delivery,929.03,0,91.56,1020.59,9,4.4
59797,2584,Kitchen,Pantry Cabinet,Crate & Barrel,Pending,FALSE,Credit Card,608.4,0,0,608.4,4,1.3
80284,3045,Kitchen,Bar Cart,World Market,In Transit,TRUE,Google Pay,425.14,63.09,39.88,528.11,11,2.6
59615,2291,Kitchen,Kitchen Island,CB2,Delivered,FALSE,Apple Pay,1662.64,108.37,0,1771.01,5,3.9
56566,4432,Kitchen,Pantry Cabinet,Wayfair,Pending,TRUE,Credit Card,1794.94,83.11,46.93,1924.98,5,4.9
97841,5374,Kitchen,Pantry Cabinet,IKEA,Rescheduled,TRUE,Cash on Delivery,1060.51,93.64,284.93,1439.08,4,3.8
99593,2169,Kitchen,Bar Cart,Overstock,Delivered,FALSE,Google Pay,1101.29,0,0,1101.29,10,4.4
99733,6313,Kitchen,Bar Cart,Pottery Barn,Rescheduled,TRUE,Cash on Delivery,2318.43,0,250.14,2568.57,9,4.8
18675,4456,Kitchen,Kitchen Island,HomeGoods,Rescheduled,TRUE,Bank Transfer,2184.81,88.04,129.86,2402.71,7,4.8
16175,2796,Kitchen,Bar Cart,Urban Outfitters,Cancelled,FALSE,Apple Pay,488.35,79.01,0,567.36,9,3.8
99166,2876,Kitchen,Kitchen Island,Ashley Furniture,In Transit,TRUE,Credit Card,1641.19,144.76,63.23,1849.18,2,1.7
74042,1319,Kitchen,Pantry Cabinet,Urban Outfitters,Pending,TRUE,Cash on Delivery,333.76,35.81,36.74,406.31,5,3.8
21226,8962,Kitchen,Bar Cart,Pottery Barn,Delivered,FALSE,Debit Card,462.5,95.89,0,558.39,11,3.8
18392,6539,Kitchen,Bar Cart,West Elm,Pending,TRUE,Bank Transfer,1590.04,73.3,31.93,1695.27,3,3.2
54473,2790,Kitchen,Kitchen Cabinet,Unknown,Rescheduled,TRUE,Credit Card,2201.34,65.1,216.33,2482.77,5,3.4
34931,9786,Kitchen,Pantry Cabinet,Pottery Barn,Rescheduled,TRUE,Debit Card,1317.97,129.18,286.36,1733.51,10,2.3
44760,8454,Kitchen,Kitchen Island,Wayfair,In Transit,TRUE,PayPal,2292.89,0,77.44,2370.33,12,2.7
41285,5351,Kitchen,Kitchen Island,HomeGoods,Delivered,FALSE,Apple Pay,1395.68,78.97,0,1474.65,8,4.2
47353,3584,Kitchen,Kitchen Cabinet,HomeGoods,Rescheduled,FALSE,PayPal,1344.76,0,0,1344.76,11,NIL
11025,5905,Kitchen,Pantry Cabinet,West Elm,Failed Delivery,TRUE,Google Pay,2220.2,56.23,78.04,2354.47,11,2.5
89276,4450,Kitchen,Bar Cart,Target,Delivered,FALSE,Bank Transfer,1195.2,137.84,0,1333.04,11,4.9
15482,6050,Kitchen,Kitchen Cabinet,Overstock,In Transit,TRUE,Bank Transfer,821.19,148.57,195.08,1164.84,1,3.4
97416,2684,Kitchen,Bar Cart,CB2,Failed Delivery,TRUE,Debit Card,413.38,53.29,29.7,496.37,13,3.7
13248,3938,Kitchen,Kitchen Cabinet,West Elm,In Transit,FALSE,Bank Transfer,866.12,146.65,0,1012.77,8,4.2
53540,7745,Kitchen,Pantry Cabinet,IKEA,Failed Delivery,TRUE,Debit Card,704.91,149.03,45.98,899.92,2,3.7
39219,1387,Kitchen,Bar Cart,Overstock,Cancelled,FALSE,Credit Card,1546.73,117.7,0,1664.43,7,1.6
96511,4164,Kitchen,Kitchen Cabinet,Target,Pending,TRUE,Bank Transfer,418.13,,160.52,636.43,10,2.6
94080,9346,Kitchen,Pantry Cabinet,Ashley Furniture,Cancelled,TRUE,Google Pay,527.24,0,186.37,713.61,1,2.6
88193,8119,Kitchen,Bar Cart,Overstock,Pending,FALSE,Cash on Delivery,1799.77,145.3,0,1945.07,12,4.2
67199,9379,Kitchen,Pantry Cabinet,Target,Cancelled,FALSE,Cash on Delivery,1580.94,142.35,0,1723.29,9,NIL
25157,7311,Kitchen,Kitchen Island,Urban Outfitters,Cancelled,FALSE,Bank Transfer,540.61,0,0,540.61,3,1.2
91678,6143,Kitchen,Kitchen Island,Target,Pending,FALSE,Debit Card,1065.43,111.74,0,1177.17,10,3.7
35144,7888,Kitchen,Bar Cart,Ashley Furniture,Failed Delivery,TRUE,Cash on Delivery,2477.51,0,187.48,2664.99,1,2.4
38683,3881,Kitchen,Pantry Cabinet,World Market,Failed Delivery,FALSE,Cash on Delivery,317.53,40.05,0,357.58,12,2.9
43972,5050,Kitchen,Pantry Cabinet,Wayfair,Delivered,FALSE,Apple Pay,2107.71,52.95,0,2160.66,3,4.6
45992,8206,Kitchen,Bar Cart,CB2,Rescheduled,TRUE,Cash on Delivery,2442.76,0,153.37,2596.13,13,1.2
40735,5451,Kitchen,Bar Cart,Ashley Furniture,Pending,FALSE,Debit Card,1538.84,0,,1538.84,9,3
54020,6238,Kitchen,Bar Cart,Overstock,In Transit,FALSE,Cash on Delivery,343.84,60.85,0,404.69,10,1.5
28136,3471,Kitchen,Kitchen Island,Target,In Transit,FALSE,Bank Transfer,1040.43,147.59,0,1188.02,13,2.9
40311,7275,Kitchen,Kitchen Cabinet,Overstock,Pending,FALSE,Bank Transfer,791.12,67.54,0,858.66,12,1.5
30028,4505,Kitchen,Pantry Cabinet,Pottery Barn,In Transit,TRUE,PayPal,2171.67,106.75,192.1,2470.52,10,3.3
37110,7883,Kitchen,Pantry Cabinet,Wayfair,Cancelled,TRUE,PayPal,645.63,0,70.46,716.09,9,3.9
73993,4595,Kitchen,Pantry Cabinet,World Market,Rescheduled,TRUE,Cash on Delivery,1514.52,101.97,166.88,1783.37,3,NIL
31632,8657,Kitchen,Kitchen Island,Unknown,Pending,FALSE,Google Pay,713.46,0,0,713.46,12,3.1
54236,7211,Kitchen,Kitchen Cabinet,Crate & Barrel,In Transit,TRUE,Bank Transfer,2159.92,137.65,109.76,2407.33,3,3.9
91439,3496,Kitchen,Kitchen Island,Crate & Barrel,Delivered,TRUE,Apple Pay,1606.63,0,26.21,1632.84,2,2.5
70952,5198,Kitchen,Pantry Cabinet,Wayfair,Delivered,TRUE,Apple Pay,628.12,0,47.62,675.74,11,5
99687,2983,Kitchen,Pantry Cabinet,IKEA,Pending,FALSE,Apple Pay,493.64,62.38,0,556.02,2,4
66822,6934,Kitchen,Kitchen Cabinet,Urban Outfitters,In Transit,TRUE,Bank Transfer,2154.76,81.39,60.49,2296.64,12,2.4
30052,8135,Kitchen,Kitchen Cabinet,Unknown,Delivered,TRUE,Bank Transfer,2230.45,51.28,34.52,2316.25,1,1.8
54092,1470,Kitchen,Pantry Cabinet,Crate & Barrel,Rescheduled,TRUE,Credit Card,1370.97,0,151.39,1522.36,2,4.8
77715,4130,Kitchen,Pantry Cabinet,Unknown,In Transit,FALSE,Debit Card,1481.73,80.47,0,1562.2,4,3.6
63271,9004,Kitchen,Kitchen Island,Urban Outfitters,Cancelled,TRUE,Debit Card,939.44,0,86.28,1025.72,8,2.4
72402,9041,Kitchen,Kitchen Cabinet,Urban Outfitters,Failed Delivery,FALSE,PayPal,2076.94,66.86,0,2143.8,4,3.8
